mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin_Europe,origin_Japan,origin_USA
23.0,4,0.13436692506459946,0.27717391304347827,0.2531896796144032,14.5,72,False,True,False
28.0,4,0.07751937984496121,0.18478260869565216,0.1562234193365466,15.0,72,False,False,True
27.0,4,0.07493540051679587,0.2282608695652174,0.13807768641905305,16.5,72,False,True,False
13.0,8,0.7286821705426357,0.7010869565217391,0.7051318400907286,13.0,73,False,False,True
14.0,8,0.6098191214470284,0.5652173913043478,0.58378225120499,11.5,73,False,False,True
13.0,8,0.7286821705426357,0.5380434782608695,0.6733768074851149,13.0,73,False,False,True
14.0,8,0.6046511627906976,0.4945652173913043,0.68868726963425,14.5,73,False,False,True
15.0,8,0.6459948320413437,0.5652173913043478,0.613552594272753,12.5,73,False,False,True
12.0,8,0.9328165374677002,0.826086956521739,0.9466969095548624,11.5,73,False,False,True
13.0,8,0.8578811369509045,0.5652173913043478,0.8083356960589737,12.0,73,False,False,True
13.0,8,0.7312661498708011,0.608695652173913,0.779699461298554,13.0,73,False,False,True
14.0,8,0.6459948320413437,0.5652173913043478,0.7439750496172385,14.5,73,False,False,True
13.0,8,0.9612403100775193,0.9184782608695652,0.8851715338814857,11.0,73,False,False,True
12.0,8,1.0,0.9728260869565217,0.9464133824780266,11.0,73,False,False,True
13.0,8,0.7545219638242894,0.7010869565217391,0.62602778565353,11.0,73,False,False,True
18.0,6,0.40568475452196384,0.32065217391304346,0.42755883186844346,16.5,73,False,False,True
16.0,6,0.4702842377260982,0.2934782608695652,0.47207258293167,18.0,73,False,False,True
18.0,6,0.42377260981912146,0.2934782608695652,0.37765806634533594,16.0,73,False,False,True
18.0,6,0.4702842377260982,0.2282608695652174,0.3992061241848597,16.5,73,False,False,True
23.0,6,0.3359173126614987,0.2663043478260869,0.36603345619506666,16.0,73,False,False,True
26.0,4,0.07493540051679587,0.0,0.09554862489367733,21.0,73,True,False,False
11.0,8,0.8578811369509045,0.5652173913043478,0.9594556280124752,14.0,73,False,False,True
12.0,8,0.8578811369509045,0.6576086956521738,0.9336546640204139,12.5,73,False,False,True
13.0,8,0.7545219638242894,0.6739130434782609,0.8622058406577827,13.0,73,False,False,True
12.0,8,0.7286821705426357,0.7282608695652174,0.818259143748228,12.5,73,False,False,True
18.0,6,0.42377260981912146,0.2934782608695652,0.3334278423589453,15.0,73,False,False,True
20.0,4,0.07493540051679587,0.2282608695652174,0.18882903317266797,19.0,73,False,True,False
21.0,4,0.18604651162790697,0.14130434782608692,0.22341933654664026,19.5,73,False,False,True
22.0,4,0.10335917312661497,0.26086956521739124,0.21718174085625175,16.5,73,False,True,False
18.0,3,0.00516795865633074,0.2391304347826087,0.1448823362631131,13.5,73,False,True,False
19.0,4,0.1395348837209302,0.21195652173913043,0.19761837255457892,18.5,73,False,False,True
21.0,6,0.2248062015503876,0.3315217391304348,0.24354975900198472,14.0,73,False,False,True
26.0,4,0.07751937984496121,0.2391304347826087,0.18485965409696625,15.5,73,True,False,False
15.0,8,0.7286821705426357,0.5380434782608695,0.7000283527076835,13.0,73,False,False,True
16.0,8,0.8578811369509045,1.0,0.7555996597675078,9.5,73,False,False,True
29.0,4,0.0,0.016304347826086973,0.07201587751630278,19.5,73,True,False,False
24.0,4,0.12403100775193798,0.1576086956521739,0.15452225687553167,15.5,73,True,False,False
20.0,4,0.11886304909560724,0.24456521739130432,0.2747377374539268,14.0,73,True,False,False
19.0,4,0.13695090439276486,0.3586956521739131,0.35582648142897644,15.5,73,True,False,False
15.0,8,0.6459948320413437,0.5652173913043478,0.5063793592288064,11.0,73,False,False,True
24.0,4,0.13695090439276486,0.34782608695652173,0.2968528494471222,14.0,73,True,False,False
20.0,6,0.22739018087855295,0.4130434782608695,0.3385313297419904,13.5,73,False,True,False
11.0,8,0.7286821705426357,0.7282608695652174,0.5815140345903035,11.0,73,False,False,True
20.0,6,0.3359173126614987,0.2663043478260869,0.4221718174085626,16.5,74,False,False,True
21.0,6,0.3410852713178295,0.25815217391304346,0.35781117096682735,17.0,74,False,False,True
19.0,6,0.42377260981912146,0.2934782608695652,0.36518287496455915,16.0,74,False,False,True
15.0,6,0.4702842377260982,0.2934782608695652,0.4885171533881486,17.0,74,False,False,True
31.0,4,0.028423772609819126,0.1141304347826087,0.09554862489367733,19.0,74,False,True,False
26.0,4,0.1395348837209302,0.18478260869565216,0.2375956903884321,16.5,74,False,False,True
32.0,4,0.00775193798449611,0.1032608695652174,0.06322653813439183,21.0,74,False,True,False
25.0,4,0.18604651162790697,0.1576086956521739,0.2633966543804933,17.0,74,False,False,True
16.0,6,0.4702842377260982,0.2934782608695652,0.6146867025800965,17.0,74,False,False,True
16.0,6,0.49095607235142125,0.34782608695652173,0.5724411681315565,18.0,74,False,False,True
18.0,6,0.40568475452196384,0.32065217391304346,0.5670541536716757,16.5,74,False,False,True
16.0,8,0.6046511627906976,0.5108695652173912,0.7167564502409981,14.0,74,False,False,True
13.0,8,0.7286821705426357,0.5652173913043478,0.8749645591153955,14.5,74,False,False,True
14.0,8,0.6459948320413437,0.5652173913043478,0.8063510065211227,13.5,74,False,False,True
14.0,8,0.6046511627906976,0.5108695652173912,0.8576694074284094,16.0,74,False,False,True
14.0,8,0.6098191214470284,0.5652173913043478,0.7496455911539551,15.5,74,False,False,True
29.0,4,0.07751937984496121,0.20108695652173914,0.1718174085625177,16.5,74,True,False,False
26.0,4,0.028423772609819126,0.1141304347826087,0.09923447689254328,15.5,74,True,False,False
26.0,4,0.07493540051679587,0.17391304347826086,0.1947831017862206,14.5,74,True,False,False
31.0,4,0.020671834625322988,0.03260869565217389,0.010206974766090171,16.5,74,False,True,False
32.0,4,0.038759689922480606,0.08152173913043476,0.11057555996597679,19.0,74,False,True,False
28.0,4,0.056847545219638224,0.1576086956521739,0.14516586333994896,14.5,74,False,False,True
24.0,4,0.056847545219638224,0.1576086956521739,0.14034590303373973,15.5,74,True,False,False
26.0,4,0.12403100775193798,0.1576086956521739,0.17947263963708537,14.0,74,True,False,False
24.0,4,0.13436692506459946,0.27717391304347827,0.24836971930819396,15.0,74,False,True,False
26.0,4,0.10335917312661497,0.2554347826086957,0.22058406577828182,15.5,74,False,True,False
31.0,4,0.028423772609819126,0.1141304347826087,0.10972497873546927,16.0,74,True,False,False
19.0,6,0.40568475452196384,0.2663043478260869,0.46810320385596826,16.0,75,False,False,True
18.0,6,0.4702842377260982,0.32065217391304346,0.5233909838389567,16.0,75,False,False,True
15.0,6,0.4702842377260982,0.14130434782608692,0.515735752764389,21.0,75,False,False,True
15.0,6,0.4702842377260982,0.14130434782608692,0.43804933371136945,19.5,75,False,False,True
16.0,8,0.8578811369509045,0.6739130434782609,0.8661752197334845,11.5,75,False,False,True
15.0,8,0.7286821705426357,0.5380434782608695,0.8015310462149136,14.0,75,False,False,True
16.0,8,0.6459948320413437,0.5652173913043478,0.8179756166713922,14.5,75,False,False,True
14.0,8,0.7312661498708011,0.5543478260869565,0.8630564218882902,13.5,75,False,False,True
17.0,6,0.4211886304909561,0.34782608695652173,0.6504111142614121,21.0,75,False,False,True
16.0,6,0.4702842377260982,0.32065217391304346,0.6475758434930535,18.5,75,False,False,True
15.0,6,0.49095607235142125,0.34782608695652173,0.6002268216614687,19.0,75,False,False,True
18.0,6,0.40568475452196384,0.2663043478260869,0.6158208108874398,19.0,75,False,False,True
21.0,6,0.4211886304909561,0.34782608695652173,0.4043096115679048,15.0,75,False,False,True
20.0,8,0.5012919896640827,0.34782608695652173,0.45591153955202723,13.5,75,False,False,True
13.0,8,0.6046511627906976,0.45108695652173914,0.44116813155656365,12.0,75,False,False,True
29.0,4,0.07493540051679587,0.1576086956521739,0.1582081088743975,16.0,75,False,True,False
23.0,4,0.18604651162790697,0.20108695652173914,0.29089878083356957,17.0,75,False,False,True
20.0,6,0.42377260981912146,0.2934782608695652,0.368868726963425,16.0,75,False,False,True
23.0,4,0.18604651162790697,0.17391304347826086,0.27757300822228526,18.5,75,False,False,True
24.0,4,0.17054263565891475,0.2717391304347826,0.30876098667422736,13.5,75,False,True,False
25.0,4,0.056847545219638224,0.1358695652173913,0.1729515168698611,16.5,75,True,False,False
24.0,4,0.13178294573643412,0.27717391304347827,0.26424723561100083,17.0,75,False,True,False
18.0,6,0.2661498708010336,0.27717391304347827,0.3887156223419337,14.5,75,False,False,True
29.0,4,0.056847545219638224,0.13043478260869562,0.09186277289481148,14.0,75,True,False,False
19.0,6,0.42377260981912146,0.2391304347826087,0.4530762687836688,17.0,75,False,False,True
23.0,4,0.12144702842377259,0.2663043478260869,0.3064927700595407,15.0,75,True,False,False
23.0,4,0.13436692506459946,0.2282608695652174,0.381060391267366,17.0,75,True,False,False
22.0,4,0.13695090439276486,0.28260869565217395,0.37765806634533594,14.5,75,True,False,False
25.0,4,0.13695090439276486,0.375,0.2999716472923164,13.5,75,True,False,False
33.0,4,0.05943152454780362,0.03804347826086957,0.05160192798412244,17.5,75,False,True,False
28.0,4,0.10077519379844962,0.21739130434782605,0.24128154238729804,15.5,76,True,False,False
25.0,4,0.12403100775193798,0.19021739130434784,0.17210093563935358,16.9,76,True,False,False
25.0,4,0.18604651162790697,0.25,0.2719024666855685,14.9,76,False,False,True
26.0,4,0.07751937984496121,0.17934782608695649,0.18202438332860793,17.7,76,False,False,True
27.0,4,0.08527131782945735,0.20108695652173914,0.16699744825630847,15.3,76,True,False,False
17.5,8,0.6124031007751938,0.5108695652173912,0.7377374539268501,13.0,76,False,False,True
16.0,8,0.6459948320413437,0.5652173913043478,0.7306492770059542,13.0,76,False,False,True
15.5,8,0.6098191214470284,0.40217391304347827,0.666005103487383,13.9,76,False,False,True
14.5,8,0.7312661498708011,0.5760869565217391,0.7377374539268501,12.8,76,False,False,True
22.0,6,0.40568475452196384,0.2934782608695652,0.4593138644740573,15.4,76,False,False,True
22.0,6,0.4702842377260982,0.32065217391304346,0.49333711369435784,14.5,76,False,False,True
24.0,6,0.3410852713178295,0.19021739130434784,0.3966543804933371,17.6,76,False,False,True
22.5,6,0.42377260981912146,0.2391304347826087,0.41735185710235323,17.6,76,False,False,True
29.0,4,0.043927648578811374,0.03260869565217389,0.11964842642472362,22.2,76,False,False,True
24.5,4,0.07751937984496121,0.07608695652173914,0.1562234193365466,22.1,76,False,False,True
29.0,4,0.056847545219638224,0.13043478260869562,0.09186277289481148,14.2,76,True,False,False
33.0,4,0.05943152454780362,0.03804347826086957,0.05160192798412244,17.4,76,False,True,False
20.0,6,0.40568475452196384,0.2934782608695652,0.5778281825914374,17.7,76,False,False,True
18.0,6,0.4702842377260982,0.17391304347826086,0.5559965976750779,21.0,76,False,False,True
18.5,6,0.4702842377260982,0.34782608695652173,0.5761270201304224,16.2,76,False,False,True
17.5,6,0.49095607235142125,0.2663043478260869,0.4479727814006238,17.8,76,False,False,True
29.5,4,0.07493540051679587,0.1358695652173913,0.06010774028919763,12.2,76,True,False,False
32.0,4,0.043927648578811374,0.13043478260869562,0.10688970796711084,17.0,76,False,True,False
28.0,4,0.07493540051679587,0.1576086956521739,0.15367167564502415,16.4,76,False,True,False
26.5,4,0.18604651162790697,0.14130434782608692,0.2699177771477176,13.6,76,False,False,True
20.0,4,0.16020671834625322,0.30434782608695654,0.43578111709668277,15.7,76,True,False,False
13.0,8,0.6459948320413437,0.5652173913043478,0.6597675077969946,13.2,76,False,False,True
19.0,4,0.13436692506459946,0.2282608695652174,0.4698043663169833,21.9,76,True,False,False
19.0,6,0.22739018087855295,0.3369565217391304,0.37340516019279846,15.5,76,False,True,False
16.5,6,0.25839793281653745,0.40217391304347827,0.625744258576694,16.7,76,True,False,False
16.5,8,0.7286821705426357,0.7282608695652174,0.7845194216047632,12.1,76,False,False,True
13.0,8,0.7286821705426357,0.5380434782608695,0.692373121633116,12.0,76,False,False,True
13.0,8,0.6046511627906976,0.4565217391304348,0.6399206124184861,15.0,76,False,False,True
13.0,8,0.6459948320413437,0.5652173913043478,0.6073149985823646,14.0,76,False,False,True
31.5,4,0.07751937984496121,0.11956521739130432,0.12248369719308194,18.5,77,False,True,False
30.0,4,0.1111111111111111,0.18478260869565216,0.15367167564502415,14.8,77,False,False,True
36.0,4,0.028423772609819126,0.06521739130434784,0.06010774028919763,18.6,77,True,False,False
25.5,4,0.1395348837209302,0.2717391304347826,0.1947831017862206,15.5,77,False,False,True
33.5,4,0.043927648578811374,0.13043478260869562,0.09413098950949816,16.8,77,False,True,False
17.5,8,0.6124031007751938,0.5380434782608695,0.6427558831868444,12.5,77,False,False,True
17.0,8,0.49612403100775193,0.34782608695652173,0.6937907570172951,19.0,77,False,False,True
15.5,8,0.6459948320413437,0.5380434782608695,0.7164729231641621,13.7,77,False,False,True
15.0,8,0.6046511627906976,0.4565217391304348,0.7604196200737171,14.9,77,False,False,True
17.5,6,0.4702842377260982,0.34782608695652173,0.5406861355259427,16.4,77,False,False,True
20.5,6,0.4211886304909561,0.32065217391304346,0.5137510632265382,16.9,77,False,False,True
19.0,6,0.40568475452196384,0.2934782608695652,0.5718741139778848,17.7,77,False,False,True
18.5,6,0.4702842377260982,0.28260869565217395,0.542103770910122,19.0,77,False,False,True
16.0,8,0.8578811369509045,0.7282608695652174,0.7391550893110291,11.1,77,False,False,True
15.5,8,0.7286821705426357,0.6739130434782609,0.723561100085058,11.4,77,False,False,True
15.5,8,0.8578811369509045,0.7826086956521738,0.7689254323787921,12.2,77,False,False,True
16.0,8,0.7312661498708011,0.5597826086956521,0.7717607031471506,14.5,77,False,False,True
29.0,4,0.07493540051679587,0.17391304347826086,0.092713354125319,14.5,77,True,False,False
24.5,4,0.21447028423772607,0.2282608695652174,0.3195350155939892,16.0,77,False,False,True
26.0,4,0.07493540051679587,0.1576086956521739,0.18485965409696625,18.2,77,False,True,False
25.5,4,0.18604651162790697,0.23369565217391303,0.3237879217465268,15.8,77,False,False,True
30.5,4,0.07751937984496121,0.09239130434782605,0.12418485965409698,17.0,77,False,False,True
33.5,4,0.07751937984496121,0.20108695652173914,0.13098950949815713,15.9,77,False,False,True
30.0,4,0.07493540051679587,0.1141304347826087,0.10547207258293168,16.4,77,False,True,False
30.5,4,0.07493540051679587,0.17391304347826086,0.1635951233342784,14.1,77,True,False,False
22.0,6,0.20155038759689925,0.27717391304347827,0.3407995463566771,14.5,77,False,True,False
21.5,4,0.13695090439276486,0.34782608695652173,0.27984122483697194,12.8,77,True,False,False
21.5,3,0.031007751937984496,0.34782608695652173,0.31386447405727247,13.5,77,False,True,False
43.1,4,0.056847545219638224,0.010869565217391297,0.10547207258293168,21.5,78,True,False,False
36.1,4,0.07751937984496121,0.10869565217391303,0.053019563368301714,14.4,78,False,False,True
32.8,4,0.025839793281653728,0.03260869565217389,0.10547207258293168,19.4,78,False,True,False
39.4,4,0.043927648578811374,0.13043478260869562,0.12957187411397786,18.6,78,False,True,False
36.1,4,0.05943152454780362,0.07608695652173914,0.053019563368301714,16.4,78,False,True,False
19.9,8,0.49612403100775193,0.34782608695652173,0.4967394386163879,15.5,78,False,False,True
19.4,8,0.6459948320413437,0.5108695652173912,0.601644457045648,13.2,78,False,False,True
20.2,8,0.6046511627906976,0.5054347826086957,0.5548624893677346,12.8,78,False,False,True
19.2,6,0.4211886304909561,0.32065217391304346,0.5449390416784804,19.2,78,False,False,True
20.5,6,0.3410852713178295,0.2663043478260869,0.43719875248086193,18.2,78,False,False,True
20.2,6,0.3410852713178295,0.21195652173913043,0.3833286078820527,15.8,78,False,False,True
25.1,4,0.18604651162790697,0.2282608695652174,0.31386447405727247,15.4,78,False,False,True
20.5,6,0.40568475452196384,0.2934782608695652,0.5151686986107173,17.2,78,False,False,True
19.4,6,0.42377260981912146,0.2391304347826087,0.45279274170683304,17.2,78,False,False,True
20.6,6,0.4211886304909561,0.32065217391304346,0.5009923447689254,15.8,78,False,False,True
20.8,6,0.3410852713178295,0.21195652173913043,0.41309895094981575,16.7,78,False,False,True
18.6,6,0.40568475452196384,0.34782608695652173,0.5690388432095265,18.7,78,False,False,True
18.1,6,0.49095607235142125,0.40217391304347827,0.5094981570740006,15.1,78,False,False,True
19.2,8,0.6124031007751938,0.5380434782608695,0.5137510632265382,13.2,78,False,False,True
17.7,6,0.4211886304909561,0.6467391304347826,0.5194216047632549,13.4,78,False,False,True
18.1,8,0.6046511627906976,0.5054347826086957,0.4513751063226539,11.2,78,False,False,True
17.5,8,0.6459948320413437,0.5108695652173912,0.699461298554012,13.7,78,False,False,True
30.0,4,0.07751937984496121,0.11956521739130432,0.15367167564502415,16.5,78,False,False,True
27.5,4,0.17054263565891475,0.2663043478260869,0.2685001417635384,14.2,78,False,True,False
27.2,4,0.13178294573643412,0.27717391304347827,0.1947831017862206,14.7,78,False,True,False
30.9,4,0.09560723514211888,0.1576086956521739,0.1749362064077119,14.5,78,False,False,True
21.1,4,0.17054263565891475,0.2663043478260869,0.25574142330592575,14.8,78,False,True,False
23.2,4,0.22739018087855295,0.32065217391304346,0.3209526509781684,16.7,78,False,False,True
23.8,4,0.21447028423772607,0.21195652173913043,0.3521406294301106,17.6,78,False,False,True
23.9,4,0.13178294573643412,0.27717391304347827,0.22455344485398354,14.9,78,False,True,False
20.3,5,0.16279069767441862,0.3097826086956521,0.3450524525092147,15.9,78,True,False,False
17.0,6,0.24547803617571062,0.42934782608695654,0.43294584632832434,13.6,78,True,False,False
21.6,4,0.13695090439276486,0.375,0.33512900481996033,15.7,78,True,False,False
16.2,6,0.24547803617571062,0.47282608695652173,0.5094981570740006,15.8,78,True,False,False
31.5,4,0.054263565891472854,0.1358695652173913,0.10688970796711084,14.9,78,True,False,False
29.5,4,0.07751937984496121,0.11956521739130432,0.1480011341083074,16.6,78,False,True,False
21.5,6,0.4211886304909561,0.375,0.4627161893960874,15.4,79,False,False,True
19.8,6,0.3410852713178295,0.21195652173913043,0.3904167848029487,18.2,79,False,False,True
22.3,4,0.18604651162790697,0.2282608695652174,0.36206407711936495,17.3,79,False,False,True
20.2,6,0.42377260981912146,0.2391304347826087,0.46838673093280414,18.2,79,False,False,True
20.6,6,0.40568475452196384,0.34782608695652173,0.49532180323220865,16.6,79,False,False,True
17.0,8,0.6124031007751938,0.4565217391304348,0.6314148001134109,15.4,79,False,False,True
17.6,8,0.6046511627906976,0.45108695652173914,0.5988091862772894,13.4,79,False,False,True
16.5,8,0.7312661498708011,0.5,0.6640204139495322,13.2,79,False,False,True
18.2,8,0.6459948320413437,0.48369565217391297,0.6285795293450523,15.2,79,False,False,True
16.9,8,0.7286821705426357,0.592391304347826,0.7788488800680465,14.9,79,False,False,True
15.5,8,0.7312661498708011,0.5217391304347826,0.69208959455628,14.3,79,False,False,True
19.2,8,0.5142118863049095,0.42934782608695654,0.5647859370569889,15.0,79,False,False,True
18.5,8,0.7545219638242894,0.5652173913043478,0.6597675077969946,13.0,79,False,False,True
31.9,4,0.054263565891472854,0.1358695652173913,0.08846044797278141,14.0,79,True,False,False
34.1,4,0.046511627906976744,0.1032608695652174,0.10263680181457335,15.2,79,False,True,False
35.7,4,0.07751937984496121,0.18478260869565216,0.08562517720442298,14.4,79,False,False,True
27.4,4,0.13695090439276486,0.18478260869565216,0.29968812021548064,15.0,79,False,False,True
25.4,5,0.2971576227390181,0.1684782608695652,0.5435214062943011,20.1,79,True,False,False
23.0,8,0.7286821705426357,0.42934782608695654,0.648426424723561,17.4,79,False,False,True
27.2,4,0.18863049095607237,0.1358695652173913,0.4471222001701163,24.8,79,True,False,False
23.9,8,0.49612403100775193,0.2391304347826087,0.5123334278423589,22.2,79,False,False,True
34.2,4,0.09560723514211888,0.13043478260869562,0.16643039410263682,13.2,79,False,False,True
34.5,4,0.09560723514211888,0.13043478260869562,0.15225404026084488,14.9,79,False,False,True
31.8,4,0.043927648578811374,0.1032608695652174,0.11539552027218603,19.2,79,False,True,False
37.3,4,0.05943152454780362,0.125,0.14658349872412813,14.7,79,True,False,False
28.4,4,0.21447028423772607,0.2391304347826087,0.29968812021548064,16.0,79,False,False,True
28.8,6,0.2713178294573643,0.375,0.2784235894527928,11.3,79,False,False,True
26.8,6,0.2713178294573643,0.375,0.3081939325205557,12.9,79,False,False,True
33.5,4,0.21447028423772607,0.2391304347826087,0.26736603345619503,13.2,79,False,False,True
41.5,4,0.07751937984496121,0.16304347826086957,0.15055287779982984,14.7,80,True,False,False
38.1,4,0.054263565891472854,0.07608695652173914,0.10065211227672244,18.8,80,False,True,False
